Uuid,Void/Retire,Mappings|SAME-AS|EIS-820,Fully specified name:es,Fully specified name:en,Short name:es,Description:es,Data class,Data type,Answers,Members,_version:1,_order:1150
4ea0aa42-4847-53ce-8135-2c200ed68a28,,ISO3166-1-663,País ISO 3166-1 663 - SAN MARTÍN (PARTE FRANCESA),País ISO 3166-1 663 - SAN MARTÍN (PARTE FRANCESA),SAN MARTÍN (PARTE FRANCESA),Código numérico 663 del vocabulario EIS 820 basado en ISO 3166-1.,Misc,N/A,,,,
a9d7aa57-d786-514c-a79d-615979657baf,,ISO3166-1-666,País ISO 3166-1 666 - SAN PEDRO Y MIQUELÓN,País ISO 3166-1 666 - SAN PEDRO Y MIQUELÓN,SAN PEDRO Y MIQUELÓN,Código numérico 666 del vocabulario EIS 820 basado en ISO 3166-1.,Misc,N/A,,,,
95324ae9-249b-572b-b272-b27fd5e7e3a0,,ISO3166-1-670,País ISO 3166-1 670 - SAN VICENTE Y LAS GRANADINAS,País ISO 3166-1 670 - SAN VICENTE Y LAS GRANADINAS,SAN VICENTE Y LAS GRANADINAS,Código numérico 670 del vocabulario EIS 820 basado en ISO 3166-1.,Misc,N/A,,,,
8f2d7608-3b67-59b8-af65-166262f26ca7,,ISO3166-1-674,País ISO 3166-1 674 - SAN MARINO,País ISO 3166-1 674 - SAN MARINO,SAN MARINO,Código numérico 674 del vocabulario EIS 820 basado en ISO 3166-1.,Misc,N/A,,,,
d1f6ce91-eca8-5648-b501-6eaf6350e3cb,,ISO3166-1-678,País ISO 3166-1 678 - SANTO TOMÉ Y PRÍNCIPE,País ISO 3166-1 678 - SANTO TOMÉ Y PRÍNCIPE,SANTO TOMÉ Y PRÍNCIPE,Código numérico 678 del vocabulario EIS 820 basado en ISO 3166-1.,Misc,N/A,,,,
aad500a4-552e-5bd5-a772-a7a7e03ddad4,,ISO3166-1-682,País ISO 3166-1 682 - ARABIA SAUDITA,País ISO 3166-1 682 - ARABIA SAUDITA,ARABIA SAUDITA,Código numérico 682 del vocabulario EIS 820 basado en ISO 3166-1.,Misc,N/A,,,,
7ddbe830-21cd-579e-8880-807d564d9d99,,ISO3166-1-686,País ISO 3166-1 686 - SENEGAL,País ISO 3166-1 686 - SENEGAL,SENEGAL,Código numérico 686 del vocabulario EIS 820 basado en ISO 3166-1.,Misc,N/A,,,,
96635dfa-8eb7-5571-b4d9-e5c2b6fa683b,,ISO3166-1-688,País ISO 3166-1 688 - SERBIA,País ISO 3166-1 688 - SERBIA,SERBIA,Código numérico 688 del vocabulario EIS 820 basado en ISO 3166-1.,Misc,N/A,,,,
af306b20-0ddb-5b26-9e87-ed476ef98c14,,ISO3166-1-690,País ISO 3166-1 690 - SEYCHELLES,País ISO 3166-1 690 - SEYCHELLES,SEYCHELLES,Código numérico 690 del vocabulario EIS 820 basado en ISO 3166-1.,Misc,N/A,,,,
33803971-c7b5-5366-8a63-a4637dc0a048,,ISO3166-1-694,País ISO 3166-1 694 - SIERRA LEONA,País ISO 3166-1 694 - SIERRA LEONA,SIERRA LEONA,Código numérico 694 del vocabulario EIS 820 basado en ISO 3166-1.,Misc,N/A,,,,
fa4dd3f4-dc76-538c-a2b4-df749012a3bc,,ISO3166-1-702,País ISO 3166-1 702 - SINGAPUR,País ISO 3166-1 702 - SINGAPUR,SINGAPUR,Código numérico 702 del vocabulario EIS 820 basado en ISO 3166-1.,Misc,N/A,,,,
f51617f3-ddec-5d5a-a33a-222ee005d20c,,ISO3166-1-703,País ISO 3166-1 703 - ESLOVAQUIA,País ISO 3166-1 703 - ESLOVAQUIA,ESLOVAQUIA,Código numérico 703 del vocabulario EIS 820 basado en ISO 3166-1.,Misc,N/A,,,,
c44d8f08-a80d-5722-a7a0-4d6bc930ac37,,ISO3166-1-704,País ISO 3166-1 704 - VIETNAM,País ISO 3166-1 704 - VIETNAM,VIETNAM,Código numérico 704 del vocabulario EIS 820 basado en ISO 3166-1.,Misc,N/A,,,,
f7ae3731-4910-5045-b113-fb9052611ab0,,ISO3166-1-705,País ISO 3166-1 705 - ESLOVENIA,País ISO 3166-1 705 - ESLOVENIA,ESLOVENIA,Código numérico 705 del vocabulario EIS 820 basado en ISO 3166-1.,Misc,N/A,,,,
cc7999ce-11d4-5282-ad66-08e847e16320,,ISO3166-1-706,País ISO 3166-1 706 - SOMALIA,País ISO 3166-1 706 - SOMALIA,SOMALIA,Código numérico 706 del vocabulario EIS 820 basado en ISO 3166-1.,Misc,N/A,,,,
ce60a30e-48d7-5da8-a511-23b00bccd2b4,,ISO3166-1-710,País ISO 3166-1 710 - SUDÁFRICA,País ISO 3166-1 710 - SUDÁFRICA,SUDÁFRICA,Código numérico 710 del vocabulario EIS 820 basado en ISO 3166-1.,Misc,N/A,,,,
6e903e7b-912b-5451-9bb2-e6e197a3412b,,ISO3166-1-716,País ISO 3166-1 716 - ZIMBABWE,País ISO 3166-1 716 - ZIMBABWE,ZIMBABWE,Código numérico 716 del vocabulario EIS 820 basado en ISO 3166-1.,Misc,N/A,,,,
ff5e6eb9-8be5-52eb-95a3-afeb20479f10,,ISO3166-1-724,País ISO 3166-1 724 - ESPAÑA,País ISO 3166-1 724 - ESPAÑA,ESPAÑA,Código numérico 724 del vocabulario EIS 820 basado en ISO 3166-1.,Misc,N/A,,,,
8a105c86-f67f-5acd-a308-5151ed7b3899,,ISO3166-1-728,País ISO 3166-1 728 - SUDÁN DEL SUR,País ISO 3166-1 728 - SUDÁN DEL SUR,SUDÁN DEL SUR,Código numérico 728 del vocabulario EIS 820 basado en ISO 3166-1.,Misc,N/A,,,,
fec52233-0353-5de8-ae7f-625a15d4fab1,,ISO3166-1-729,País ISO 3166-1 729 - SUDÁN,País ISO 3166-1 729 - SUDÁN,SUDÁN,Código numérico 729 del vocabulario EIS 820 basado en ISO 3166-1.,Misc,N/A,,,,
b1c44874-6652-50b6-9ece-3920df941ae1,,ISO3166-1-732,País ISO 3166-1 732 - SAHARA OCCIDENTAL,País ISO 3166-1 732 - SAHARA OCCIDENTAL,SAHARA OCCIDENTAL,Código numérico 732 del vocabulario EIS 820 basado en ISO 3166-1.,Misc,N/A,,,,
79fb38d4-86c1-5b6b-a24b-fcbf5101215e,,ISO3166-1-740,País ISO 3166-1 740 - SURINAM,País ISO 3166-1 740 - SURINAM,SURINAM,Código numérico 740 del vocabulario EIS 820 basado en ISO 3166-1.,Misc,N/A,,,,
a87b2a66-af29-5616-a157-f5340280a29e,,ISO3166-1-744,País ISO 3166-1 744 - ISLAS SVALBARD Y JAN MAYEN,País ISO 3166-1 744 - ISLAS SVALBARD Y JAN MAYEN,ISLAS SVALBARD Y JAN MAYEN,Código numérico 744 del vocabulario EIS 820 basado en ISO 3166-1.,Misc,N/A,,,,
a426a55f-bed8-5d6b-9fc1-5ed821af516d,,ISO3166-1-748,País ISO 3166-1 748 - SUAZILANDIA,País ISO 3166-1 748 - SUAZILANDIA,SUAZILANDIA,Código numérico 748 del vocabulario EIS 820 basado en ISO 3166-1.,Misc,N/A,,,,
dcf1e99e-e56f-5514-98a8-225944748408,,ISO3166-1-752,País ISO 3166-1 752 - SUECIA,País ISO 3166-1 752 - SUECIA,SUECIA,Código numérico 752 del vocabulario EIS 820 basado en ISO 3166-1.,Misc,N/A,,,,
5c723787-2dbb-56cb-a0e5-3086f4b977ce,,ISO3166-1-756,País ISO 3166-1 756 - SUIZA,País ISO 3166-1 756 - SUIZA,SUIZA,Código numérico 756 del vocabulario EIS 820 basado en ISO 3166-1.,Misc,N/A,,,,
61179f05-4be1-5cc9-b17c-847c81a67a11,,ISO3166-1-760,País ISO 3166-1 760 - SIRIA,País ISO 3166-1 760 - SIRIA,SIRIA,Código numérico 760 del vocabulario EIS 820 basado en ISO 3166-1.,Misc,N/A,,,,
97a023e2-3ba0-50b9-ac36-d1a26df99ba3,,ISO3166-1-762,País ISO 3166-1 762 - TAYIKISTÁN,País ISO 3166-1 762 - TAYIKISTÁN,TAYIKISTÁN,Código numérico 762 del vocabulario EIS 820 basado en ISO 3166-1.,Misc,N/A,,,,
f3ea54e8-9d48-5a5e-bdd9-aedc31ab830b,,ISO3166-1-764,País ISO 3166-1 764 - TAILANDIA,País ISO 3166-1 764 - TAILANDIA,TAILANDIA,Código numérico 764 del vocabulario EIS 820 basado en ISO 3166-1.,Misc,N/A,,,,
2e6b9410-d406-5559-b18b-d8b5c52faa85,,ISO3166-1-768,País ISO 3166-1 768 - TOGO,País ISO 3166-1 768 - TOGO,TOGO,Código numérico 768 del vocabulario EIS 820 basado en ISO 3166-1.,Misc,N/A,,,,
42567ca1-e2de-5f6f-8ff3-a62dcb147618,,ISO3166-1-772,País ISO 3166-1 772 - TOKELAU,País ISO 3166-1 772 - TOKELAU,TOKELAU,Código numérico 772 del vocabulario EIS 820 basado en ISO 3166-1.,Misc,N/A,,,,
32c701f3-3b28-58d4-9a23-1c7ed7381b3c,,ISO3166-1-776,País ISO 3166-1 776 - TONGA,País ISO 3166-1 776 - TONGA,TONGA,Código numérico 776 del vocabulario EIS 820 basado en ISO 3166-1.,Misc,N/A,,,,
c7d2a7e7-d67b-5ba6-ab77-4f6c03cf45b0,,ISO3166-1-780,País ISO 3166-1 780 - TRINIDAD Y TOBAGO,País ISO 3166-1 780 - TRINIDAD Y TOBAGO,TRINIDAD Y TOBAGO,Código numérico 780 del vocabulario EIS 820 basado en ISO 3166-1.,Misc,N/A,,,,
98dccda9-f7be-55a6-b56a-19607e32f5a4,,ISO3166-1-784,País ISO 3166-1 784 - EMIRATOS ÁRABES UNIDOS,País ISO 3166-1 784 - EMIRATOS ÁRABES UNIDOS,EMIRATOS ÁRABES UNIDOS,Código numérico 784 del vocabulario EIS 820 basado en ISO 3166-1.,Misc,N/A,,,,
84466db6-10d4-5894-8f3f-31173deb8983,,ISO3166-1-788,País ISO 3166-1 788 - TÚNEZ,País ISO 3166-1 788 - TÚNEZ,TÚNEZ,Código numérico 788 del vocabulario EIS 820 basado en ISO 3166-1.,Misc,N/A,,,,
1e5921d6-accb-5957-9295-45b8fe895155,,ISO3166-1-792,País ISO 3166-1 792 - TURQUÍA,País ISO 3166-1 792 - TURQUÍA,TURQUÍA,Código numérico 792 del vocabulario EIS 820 basado en ISO 3166-1.,Misc,N/A,,,,
530bc3f3-68c0-5b09-89f1-f1874f667df4,,ISO3166-1-795,País ISO 3166-1 795 - TURKMENISTÁN,País ISO 3166-1 795 - TURKMENISTÁN,TURKMENISTÁN,Código numérico 795 del vocabulario EIS 820 basado en ISO 3166-1.,Misc,N/A,,,,
3060f717-d6ca-5dc3-9b7d-2866510317a7,,ISO3166-1-796,País ISO 3166-1 796 - ISLAS TURCAS Y CAICOS,País ISO 3166-1 796 - ISLAS TURCAS Y CAICOS,ISLAS TURCAS Y CAICOS,Código numérico 796 del vocabulario EIS 820 basado en ISO 3166-1.,Misc,N/A,,,,
8f654b0c-f303-5bd2-86bf-4218910b5703,,ISO3166-1-798,País ISO 3166-1 798 - TUVALU,País ISO 3166-1 798 - TUVALU,TUVALU,Código numérico 798 del vocabulario EIS 820 basado en ISO 3166-1.,Misc,N/A,,,,
79ac3a1a-4491-5b72-87b6-8e97c070bbdf,,ISO3166-1-800,País ISO 3166-1 800 - UGANDA,País ISO 3166-1 800 - UGANDA,UGANDA,Código numérico 800 del vocabulario EIS 820 basado en ISO 3166-1.,Misc,N/A,,,,
50743171-2e42-5c3a-b6f9-ebc7b962e1d3,,ISO3166-1-804,País ISO 3166-1 804 - UCRANIA,País ISO 3166-1 804 - UCRANIA,UCRANIA,Código numérico 804 del vocabulario EIS 820 basado en ISO 3166-1.,Misc,N/A,,,,
248742d6-e115-5d38-b95c-27abb40ae48e,,ISO3166-1-807,País ISO 3166-1 807 - MACEDONIA,País ISO 3166-1 807 - MACEDONIA,MACEDONIA,Código numérico 807 del vocabulario EIS 820 basado en ISO 3166-1.,Misc,N/A,,,,
d54b5eb4-153e-5c1b-9d69-0a54977ca285,,ISO3166-1-818,País ISO 3166-1 818 - EGIPTO,País ISO 3166-1 818 - EGIPTO,EGIPTO,Código numérico 818 del vocabulario EIS 820 basado en ISO 3166-1.,Misc,N/A,,,,
4d4c9767-410f-58c7-8e8f-f5bcc7fcb4f0,,ISO3166-1-826,País ISO 3166-1 826 - REINO UNIDO,País ISO 3166-1 826 - REINO UNIDO,REINO UNIDO,Código numérico 826 del vocabulario EIS 820 basado en ISO 3166-1.,Misc,N/A,,,,
84c44a76-8fdf-5bb3-98eb-f476e28d0cd8,,ISO3166-1-831,País ISO 3166-1 831 - GUERNSEY,País ISO 3166-1 831 - GUERNSEY,GUERNSEY,Código numérico 831 del vocabulario EIS 820 basado en ISO 3166-1.,Misc,N/A,,,,
d5e5f164-a59d-5f51-8c17-4d69a20794d3,,ISO3166-1-832,País ISO 3166-1 832 - JERSEY,País ISO 3166-1 832 - JERSEY,JERSEY,Código numérico 832 del vocabulario EIS 820 basado en ISO 3166-1.,Misc,N/A,,,,
12ae8326-bc7a-5ddd-b248-ba777a457a6c,,ISO3166-1-833,País ISO 3166-1 833 - ISLA DE MAN,País ISO 3166-1 833 - ISLA DE MAN,ISLA DE MAN,Código numérico 833 del vocabulario EIS 820 basado en ISO 3166-1.,Misc,N/A,,,,
12d892de-1c99-59f3-b38d-0d43fd03fa7a,,ISO3166-1-834,País ISO 3166-1 834 - TANZANIA,País ISO 3166-1 834 - TANZANIA,TANZANIA,Código numérico 834 del vocabulario EIS 820 basado en ISO 3166-1.,Misc,N/A,,,,
ec48e019-2524-5a8f-87d4-0610a6e223e5,,ISO3166-1-840,País ISO 3166-1 840 - ESTADOS UNIDOS DE AMÉRICA,País ISO 3166-1 840 - ESTADOS UNIDOS DE AMÉRICA,ESTADOS UNIDOS DE AMÉRICA,Código numérico 840 del vocabulario EIS 820 basado en ISO 3166-1.,Misc,N/A,,,,
6cab0e95-096a-57a2-ba3c-c8ba60686d04,,ISO3166-1-850,País ISO 3166-1 850 - ISLAS VÍRGENES DE LOS ESTADOS UNIDOS DE AMÉRICA,País ISO 3166-1 850 - ISLAS VÍRGENES DE LOS ESTADOS UNIDOS DE AMÉRICA,ISLAS VÍRGENES DE LOS ESTADOS UNIDOS DE AMÉRICA,Código numérico 850 del vocabulario EIS 820 basado en ISO 3166-1.,Misc,N/A,,,,
cce9f650-ced9-557d-805f-f00501f47cc5,,ISO3166-1-854,País ISO 3166-1 854 - BURKINA FASO,País ISO 3166-1 854 - BURKINA FASO,BURKINA FASO,Código numérico 854 del vocabulario EIS 820 basado en ISO 3166-1.,Misc,N/A,,,,
d258910d-6bfa-55e4-b4e4-9ca792b6091b,,ISO3166-1-858,País ISO 3166-1 858 - URUGUAY,País ISO 3166-1 858 - URUGUAY,URUGUAY,Código numérico 858 del vocabulario EIS 820 basado en ISO 3166-1.,Misc,N/A,,,,
24a1f990-606d-5e5b-b665-9c86ec5786d7,,ISO3166-1-860,País ISO 3166-1 860 - UZBEKISTÁN,País ISO 3166-1 860 - UZBEKISTÁN,UZBEKISTÁN,Código numérico 860 del vocabulario EIS 820 basado en ISO 3166-1.,Misc,N/A,,,,
af30eac8-7e1e-583a-a0cf-d142ff79c161,,ISO3166-1-862,País ISO 3166-1 862 - VENEZUELA,País ISO 3166-1 862 - VENEZUELA,VENEZUELA,Código numérico 862 del vocabulario EIS 820 basado en ISO 3166-1.,Misc,N/A,,,,
f2f097b3-8ff4-559d-b6c7-fa0362755064,,ISO3166-1-876,País ISO 3166-1 876 - WALLIS Y FUTUNA,País ISO 3166-1 876 - WALLIS Y FUTUNA,WALLIS Y FUTUNA,Código numérico 876 del vocabulario EIS 820 basado en ISO 3166-1.,Misc,N/A,,,,
692927bf-fdc3-560d-b9af-be0ca1bf0d70,,ISO3166-1-882,País ISO 3166-1 882 - SAMOA,País ISO 3166-1 882 - SAMOA,SAMOA,Código numérico 882 del vocabulario EIS 820 basado en ISO 3166-1.,Misc,N/A,,,,
e676a2bf-fc28-5754-bd53-27e2b33cbbe5,,ISO3166-1-887,País ISO 3166-1 887 - YEMEN,País ISO 3166-1 887 - YEMEN,YEMEN,Código numérico 887 del vocabulario EIS 820 basado en ISO 3166-1.,Misc,N/A,,,,
473defe0-9ef4-5a79-86be-5eb47c5c95c1,,ISO3166-1-894,País ISO 3166-1 894 - ZAMBIA,País ISO 3166-1 894 - ZAMBIA,ZAMBIA,Código numérico 894 del vocabulario EIS 820 basado en ISO 3166-1.,Misc,N/A,,,,
f93d5f63-04b9-5df0-a92c-67973d76a616,,ISO3166-1-999,País ISO 3166-1 999 - DESCONOCIDO,País ISO 3166-1 999 - DESCONOCIDO,DESCONOCIDO,Código numérico 999 del vocabulario EIS 820 basado en ISO 3166-1.,Misc,N/A,,,,
99dfaa79-d6b4-5a61-9dd8-a9d5a12c977c,,SEX-BIO-1,Sexo biológico EIS 1 - Hombre,Sexo biológico EIS 1 - Hombre,Hombre,Sexo biológico código 1 según EIS 820.,Misc,N/A,,,,
ed3601f5-0cd6-51c1-ad4d-0f34226ade65,,SEX-BIO-2,Sexo biológico EIS 2 - Mujer,Sexo biológico EIS 2 - Mujer,Mujer,Sexo biológico código 2 según EIS 820.,Misc,N/A,,,,
38ef0bea-b343-54b2-8037-7950e0386300,,SEX-BIO-3,Sexo biológico EIS 3 - Intersexual,Sexo biológico EIS 3 - Intersexual,Intersexual,Sexo biológico código 3 según EIS 820.,Misc,N/A,,,,
bae00879-c449-59f4-8b12-59528a4a493b,,SEX-BIO-93,Sexo biológico EIS 93 - No informado,Sexo biológico EIS 93 - No informado,No informado,Sexo biológico código 93 según EIS 820.,Misc,N/A,,,,
2d961045-3c6f-5200-b56d-f93e77af8206,,SEX-BIO-99,Sexo biológico EIS 99 - Desconocido,Sexo biológico EIS 99 - Desconocido,Desconocido,Sexo biológico código 99 según EIS 820.,Misc,N/A,,,,
e80d5681-07bf-56e7-add1-22b26a95b359,,IDENT-GENERO-1,Identidad de género EIS 1 - Masculino,Identidad de género EIS 1 - Masculino,Masculino,Identidad de género código 1 según el vocabulario descargable EIS 820.,Misc,N/A,,,,
7694b156-a34b-5e1a-98a7-de5552e1ff38,,IDENT-GENERO-2,Identidad de género EIS 2 - Femenina,Identidad de género EIS 2 - Femenina,Femenina,Identidad de género código 2 según el vocabulario descargable EIS 820.,Misc,N/A,,,,
e0177f46-3d1f-5c82-8fe3-2fdd92a40039,,IDENT-GENERO-4,Identidad de género EIS 4 - Transgénero Masculino,Identidad de género EIS 4 - Transgénero Masculino,Transgénero Masculino,Identidad de género código 4 según el vocabulario descargable EIS 820.,Misc,N/A,,,,
38a39c2a-ff88-5fb8-b1ce-19c73cf8c0ee,,IDENT-GENERO-5,Identidad de género EIS 5 - Transgénero Femenina,Identidad de género EIS 5 - Transgénero Femenina,Transgénero Femenina,Identidad de género código 5 según el vocabulario descargable EIS 820.,Misc,N/A,,,,
64e7d8aa-e89d-5e56-9d1b-ed75ada072ad,,IDENT-GENERO-6,Identidad de género EIS 6 - No binarie,Identidad de género EIS 6 - No binarie,No binarie,Identidad de género código 6 según el vocabulario descargable EIS 820.,Misc,N/A,,,,
fcbe3414-e3e2-50e3-ad50-91d61eb5ce88,,IDENT-GENERO-7,Identidad de género EIS 7 - Otra,Identidad de género EIS 7 - Otra,Otra,Identidad de género código 7 según el vocabulario descargable EIS 820.,Misc,N/A,,,,
6e6e4176-7944-5c90-bbb0-2565dca38527,,IDENT-GENERO-8,Identidad de género EIS 8 - No Revelado,Identidad de género EIS 8 - No Revelado,No Revelado,Identidad de género código 8 según el vocabulario descargable EIS 820.,Misc,N/A,,,,
27d277f1-1f5b-4f9a-a111-820000000001,,,Sexo biológico EIS,Sexo biológico EIS,Sexo biológico,Catálogo EIS 820; no reutiliza el sexo administrativo de OpenMRS.,Misc,Coded,99dfaa79-d6b4-5a61-9dd8-a9d5a12c977c;ed3601f5-0cd6-51c1-ad4d-0f34226ade65;38ef0bea-b343-54b2-8037-7950e0386300;bae00879-c449-59f4-8b12-59528a4a493b;2d961045-3c6f-5200-b56d-f93e77af8206,,,
27d277f1-1f5b-4f9a-a111-820000000002,,,Identidad de género EIS,Identidad de género EIS,Identidad de género,Declaración de identidad de género según catálogo EIS 820.,Misc,Coded,e80d5681-07bf-56e7-add1-22b26a95b359;7694b156-a34b-5e1a-98a7-de5552e1ff38;e0177f46-3d1f-5c82-8fe3-2fdd92a40039;38a39c2a-ff88-5fb8-b1ce-19c73cf8c0ee;64e7d8aa-e89d-5e56-9d1b-ed75ada072ad;fcbe3414-e3e2-50e3-ad50-91d61eb5ce88;6e6e4176-7944-5c90-bbb0-2565dca38527,,,
